Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.6,-0.2,0.0,-0.4,0.0,1.9639689426897715,-0.6050150929778197,0.1515322450619033,-0.75,-0.22904396935167945,1.2000000000000002,0.7483314773547883,0.6284208026252548,1.9603934585892193,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.4,0.2,0.0,0.4,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.7,-0.3,0.0,-0.4,0.0,2.3331360371803296,-0.8703725898979162,0.1515322450619033,-0.75,-0.22904396935167945,1.4,0.8602325267042626,0.6428338893455411,2.303379824275228,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_4,0.3,0.3,0.0,0.4,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.7,-0.2,0.0,-0.5,0.0,2.3331360371803296,-0.6050150929778197,0.1515322450619033,-0.9732142857142857,-0.22904396935167945,1.4,0.8831760866327847,0.6165394559097065,2.3532614659890183,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_4,0.3,0.2,0.0,0.5,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0,0.5,-0.5,0.0,0.0,-0.25103362425357983,1.2524873854628549,-0.9626754392167974,0.14285714285714285,-0.22904396935167945,1.0,0.7071067811865476,0.43067655807339306,1.4085536329683037,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.5,0.5,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,-0.4,0.8,0.0,-0.4,0.0,-1.727702002215814,2.0485598762231443,0.1515322450619033,-0.75,-0.22904396935167945,1.6,0.9797958971132713,0.6460148371100897,2.4300630051014536,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,0.4,0.2,0.0,0.4,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,-0.1,0.9,-0.8,0.0,-0.25103362425357983,-0.3396575960577234,2.1571060767635646,-1.6428571428571428,-0.22904396935167945,1.8,1.2083045973594573,0.5390473417948543,2.2460808259408114,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.1,0.1,0.8,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,-0.3,0.6,-0.3,0.0,-0.25103362425357983,-0.8703725898979162,1.488581466196344,-0.5267857142857143,-0.22904396935167945,1.2,0.7348469228349533,0.6460148371100897,1.607221391254457,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.3,0.4,0.3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,-0.3,0.8,-0.4,-0.1,-0.25103362425357983,-0.8703725898979162,1.9342645399078247,-0.75,-0.865277217550789,1.6,0.9486832980505139,0.7333644546806639,2.034082139045682,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.3,0.2,0.4,0.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,-0.3,-0.3,0.7,-0.1,-0.25103362425357983,-0.8703725898979162,-0.5169923655053171,1.7053571428571428,-0.865277217550789,1.4,0.824621125123532,0.7426620237119119,1.8816692608116659,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_2,0.0,0.3,0.3,0.3,0.1
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.0,-0.3,-0.2,0.7,-0.2,-0.25103362425357983,-0.8703725898979162,-0.294150828649577,1.7053571428571428,-1.5015104657498985,1.4,0.812403840463596,0.7658843345093678,2.169172058366314,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_2,0.0,0.3,0.2,0.3,0.2
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,0.0,0.0,-0.1,-0.4,0.5,-0.25103362425357983,-0.074300099137627,-0.07130929179383685,-0.75,2.952122271643868,1.0,0.6480740698407861,0.5861353116146787,2.962688896584957,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.1,0.4,0.5
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,0.0,0.0,-0.4,0.0,0.4,-0.25103362425357983,-0.074300099137627,-0.7398339023610573,0.14285714285714285,2.3158890234447584,0.8,0.5656854249492381,0.43067655807339306,2.320672933581111,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.4,0.0,0.6
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,0.0,0.0,-0.4,0.0,0.4,-0.25103362425357983,-0.074300099137627,-0.7398339023610573,0.14285714285714285,2.3158890234447584,0.8,0.5656854249492381,0.43067655807339306,2.320672933581111,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.4,0.0,0.6
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.4,-0.3,-0.1,0.0,0.0,1.2256347537086543,-0.8703725898979162,-0.07130929179383685,0.14285714285714285,-0.22904396935167945,0.7999999999999999,0.5099019513592785,0.6053757932145417,1.3333061464281526,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6,0.3,0.1,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.4,-0.3,-0.1,0.0,0.0,1.2256347537086543,-0.8703725898979162,-0.07130929179383685,0.14285714285714285,-0.22904396935167945,0.7999999999999999,0.5099019513592785,0.6053757932145417,1.3333061464281526,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6,0.3,0.1,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,-0.1,0.8,-0.4,-0.3,0.0,-0.6202007187441384,2.0485598762231443,-0.7398339023610573,-0.5267857142857143,-0.22904396935167945,1.6,0.9486832980505139,0.7333644546806638,2.0747836502751866,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_3,0.1,0.2,0.4,0.3,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,-0.1,0.8,-0.7,0.0,0.0,-0.6202007187441384,2.0485598762231443,-1.4083585129282774,0.14285714285714285,-0.22904396935167945,1.6,1.0677078252031311,0.5477267898175344,2.163372135853152,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_3,0.1,0.2,0.7,0.0,0.0
