Sample_ID,Label,Residual,Standardized_residuals,True_y,Predicted_y
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,1.0,0.6744907594765952,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,1.0,0.6744907594765952,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,1.0,0.6744907594765952,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,1.0,0.6744907594765952,4,3.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,1.0,0.6744907594765952,4,3.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,1.0,0.6744907594765952,2,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,-1.0,-1.3489815189531906,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,-1.0,-1.3489815189531906,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,-1.0,-1.3489815189531906,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,-1.0,-1.3489815189531906,0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,-1.0,-1.3489815189531906,0,1.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,-1.0,-1.3489815189531906,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,-1.0,-1.3489815189531906,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.3333333333333335,1.1232527566017369e-16,3,2.6666666666666665
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,-1.0,-1.3489815189531906,3,4.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,-1.0,-1.3489815189531906,3,4.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.33333333333333337,0.0,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.33333333333333337,0.0,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.33333333333333337,0.0,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.33333333333333337,0.0,1,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,-1.0,-1.3489815189531906,1,2.0
