Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.278487054288022,-1.2784870542880218,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3306159934991348,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.278487054288022,-1.2784870542880218,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3306159934991348,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.278487054288022,-1.2784870542880218,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3306159934991348,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,0.0,0.0,0.0,0.0,0.0,0.09470274476207563,-0.09470274476207573,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,0.0,0.0,,0.41441106035687314,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,1.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,-0.6666666666666666,0.6666666666666667,0.0,0.0,0.0,-2.2728658742898165,2.2728658742898165,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,1.3333333333333335,0.9428090415820634,0.43067655807339306,2.248991790082011,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,1.0,-1.0,0.0,0.09470274476207563,-0.09470274476207573,2.7147528508016476,-2.5237167046856985,-0.36927447293799814,2.0,1.4142135623730951,0.43067655807339306,2.66905083041319,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0,0.0,1.0,-1.0,0.0,0.09470274476207563,-0.09470274476207573,2.7147528508016476,-2.5237167046856985,-0.36927447293799814,2.0,1.4142135623730951,0.43067655807339306,2.66905083041319,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.09470274476207563,-0.09470274476207573,0.8029550685469663,-0.6680426571226848,-0.36927447293799814,0.6666666666666667,0.4714045207910317,0.43067655807339306,0.8535940220567493,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.0,0.0,0.0,0.0,0.0,0.09470274476207563,-0.09470274476207573,-0.15294382258037453,0.2597943666588219,-0.36927447293799814,0.0,0.0,,0.41441106035687314,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.0,0.0,-0.3333333333333333,0.33333333333333337,0.0,0.09470274476207563,-0.09470274476207573,-1.1088427137077153,1.1876313904403286,-0.36927447293799814,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.1727443631573615,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
