Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.2784870542880216,-1.2784870542880218,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3048880142286101,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.2784870542880216,-1.2784870542880218,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3048880142286101,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.2784870542880216,-1.2784870542880218,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3048880142286101,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,-0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,-1.08908156476387,1.0890815647638705,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.1064126477013858,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,-0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,-1.08908156476387,1.0890815647638705,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.1064126477013858,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.09470274476207563,-0.09470274476207571,1.4664264400456781,-0.7022635270562234,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4388247654481434,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.09470274476207563,-0.09470274476207571,1.4664264400456781,-0.7022635270562234,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4388247654481434,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,0.0,0.33333333333333337,-0.3333333333333333,0.0,0.09470274476207563,-0.09470274476207571,1.4664264400456781,-0.7022635270562234,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.4388247654481434,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,0.0,0.0,0.0,0.0,0.09470274476207563,-0.09470274476207571,-0.1275153426126677,0.33047695390881093,-0.2785430072655778,0.0,0.0,,0.34177991608455116,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.0,0.0,-0.3333333333333333,0.33333333333333337,0.0,0.09470274476207563,-0.09470274476207571,-1.7214571252710131,1.3632174348738455,-0.2785430072655778,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.792472475248746,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
