Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.0,0.0,0.0,0.0,0.0,0.06853674935774308,-0.1304964684871067,0.1354570922957193,-0.12144506154701781,0.0876215908676647,0.0,0.0,,0.24646706556593628,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,1.0,0.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.4,-0.4,0.0,0.0,0.0,2.3530950612825126,-2.3054376099388856,0.1354570922957193,-0.12144506154701781,0.0876215908676647,0.8,0.5656854249492381,0.43067655807339306,2.3217891530014776,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6,0.4,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.19999999999999996,-0.2,0.0,0.0,0.0,1.2108159053201275,-1.2179670392129962,0.1354570922957193,-0.12144506154701781,0.0876215908676647,0.39999999999999997,0.282842712474619,0.43067655807339306,1.2135791605942907,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.8,0.2,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.0,0.30000000000000004,-0.3,0.0,0.0,0.06853674935774308,1.5007093876017275,-0.8804710999221754,-0.12144506154701781,0.0876215908676647,0.6000000000000001,0.42426406871192857,0.43067655807339317,4.799999999999989,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.7,0.3,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,-0.2,0.19999999999999996,0.0,0.0,0.0,-1.0737424066046415,0.9569741022387824,0.1354570922957193,-0.12144506154701781,0.0876215908676647,0.39999999999999997,0.282842712474619,0.43067655807339306,1.0745323527633446,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.2,0.8,0.0,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,0.6,-0.6,0.0,0.06853674935774308,-0.1304964684871067,2.167313476731509,-1.7775140826427156,0.0876215908676647,1.2,0.848528137423857,0.43067655807339306,2.1408796876094054,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.4,0.6,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,0.0,0.30000000000000004,-0.3,0.0,0.06853674935774308,-0.1304964684871067,1.151385284513614,-0.9494795720948666,0.0876215908676647,0.6000000000000001,0.42426406871192857,0.43067655807339317,1.1319645551286712,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.7,0.3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,0.0,0.4,-0.4,0.0,0.06853674935774308,-0.1304964684871067,1.4900280152529122,-1.2254910756108162,0.0876215908676647,0.8,0.5656854249492381,0.43067655807339306,1.4665430134150927,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.6,0.4,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.0,0.0,0.0,0.7,-0.7,0.06853674935774308,-0.1304964684871067,0.1354570922957193,1.810635463064629,-3.7458230095926655,1.4,0.9899494936611665,0.43067655807339306,3.716692722598533,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_5,0.0,0.0,0.0,0.3,0.7
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,0.0,0.0,0.19999999999999996,-0.2,0.06853674935774308,-0.1304964684871067,0.1354570922957193,0.4305779454848813,-1.007648294978144,0.39999999999999997,0.282842712474619,0.43067655807339306,1.0309817417218996,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,0.8,0.2
