Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.30000000000000004,-0.3,0.0,0.0,0.0,1.4322176759633556,-1.2080808993852437,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.6000000000000001,0.42426406871192857,0.43067655807339317,1.4642966485424007,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.7,0.3,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_2,1_2,0.30000000000000004,-0.3,0.0,0.0,0.0,1.4322176759633556,-1.2080808993852437,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.6000000000000001,0.42426406871192857,0.43067655807339317,1.4642966485424007,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.7,0.3,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.09999999999999998,-0.1,0.0,0.0,0.0,0.5141294221406916,-0.5369248441712194,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.6424206456770729,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.9,0.1,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0,0.9,-0.8,-0.1,0.0,0.05508529522935981,2.818855431898902,-1.7469229173337395,-0.2635432231870228,-0.29488391230979427,1.8000000000000003,1.2083045973594573,0.5390473417948543,4.08499514182686,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_3,0.0,0.1,0.8,0.1,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_3,2_3,0.0,0.09999999999999998,0.0,-0.1,0.0,0.05508529522935981,0.1342312110428048,0.15190634063771646,-0.2635432231870228,-0.29488391230979427,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.4322546750264924,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.9,0.0,0.1,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0,0.0,1.0,-1.0,0.0,0.05508529522935981,-0.20134681656420725,2.5254429131020366,-2.4597367497455456,-0.29488391230979427,2.0,1.4142135623730951,0.43067655807339306,2.538031291723545,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.0,0.0,0.7,-0.7,0.0,0.05508529522935981,-0.20134681656420725,1.8133819413627403,-1.7276722408927045,-0.29488391230979427,1.4,0.9899494936611665,0.43067655807339306,1.8186518547393746,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3,0.7,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,0.0,0.30000000000000004,-0.3,0.0,0.05508529522935981,-0.20134681656420725,0.8639673123770125,-0.7515862290889167,-0.29488391230979427,0.6000000000000001,0.42426406871192857,0.43067655807339317,0.8902300742218102,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.7,0.3,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.0,0.0,-0.8,0.8,0.0,0.05508529522935981,-0.20134681656420725,-1.7469229173337395,1.9326503033715003,-0.29488391230979427,1.6,1.1313708498984762,0.43067655807339306,1.918590642624521,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_3,0.0,0.0,0.8,0.2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_1,5_1,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.0,0.0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_4,5_4,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.0,0.0,1.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_5,5_5,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.0,0.0,1.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,1.0,0.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.0,0.0,0.0,0.0,0.0,0.05508529522935981,-0.20134681656420725,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,0.0,0.0,,0.39260715546573427,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,1.0,0.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_1,2_1,0.0,0.4,-0.1,-0.3,0.0,0.05508529522935981,1.1409652938638413,-0.08544731660871553,-0.7515862290889167,-0.29488391230979427,0.8,0.5099019513592785,0.6053757932145417,1.7349666142398055,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.6,0.1,0.3,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,-1.0,1.0,0.0,0.0,0.0,-4.535355973883958,3.1544334595059143,0.15190634063771646,-0.019521720236075776,-0.29488391230979427,2.0,1.4142135623730951,0.43067655807339306,4.453230867643295,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,1.0,0.0,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,0.0,0.19999999999999996,-0.1,-0.1,0.0,0.05508529522935981,0.46980923864981683,-0.08544731660871553,-0.2635432231870228,-0.29488391230979427,0.3999999999999999,0.24494897427831777,0.6460148371100897,0.7730166872637027,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.8,0.1,0.1,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,0.09999999999999998,-0.1,0.0,0.05508529522935981,-0.20134681656420725,0.3892599978841484,-0.2635432231870228,-0.29488391230979427,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.4980817169601061,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.0,0.9,0.1,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,-0.1,0.30000000000000004,-0.2,0.0,0.05508529522935981,-0.5369248441712194,0.8639673123770125,-0.5075647261379698,-0.29488391230979427,0.6000000000000001,0.37416573867739417,0.6284208026252548,1.0199077461351407,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.1,0.7,0.2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.0,-0.3,-0.3,0.6,0.0,0.05508529522935981,-1.2080808993852437,-0.5601546311015795,1.4446072974696063,-0.29488391230979427,1.2,0.7348469228349535,0.6460148371100897,2.032888036848317,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.3,0.3,0.4,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_4,4_4,0.0,0.0,-0.8,0.8,0.0,0.05508529522935981,-0.20134681656420725,-1.7469229173337395,1.9326503033715003,-0.29488391230979427,1.6,1.1313708498984762,0.43067655807339306,1.918590642624521,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_3,0.0,0.0,0.8,0.2,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_5,4_5,0.0,0.0,-0.9,0.9,0.0,0.05508529522935981,-0.20134681656420725,-1.9842765745801716,2.1766718063224473,-0.29488391230979427,1.8,1.2727922061357855,0.43067655807339306,2.1579266648971815,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_3,0.0,0.0,0.9,0.1,0.0
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_2,5_2,0.0,0.0,-0.1,0.0,0.09999999999999998,0.05508529522935981,-0.20134681656420725,-0.08544731660871553,-0.019521720236075776,3.3911649915626345,0.19999999999999998,0.1414213562373095,0.43067655807339306,3.3226495451672147,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.1,0.0,0.9
File-loaded-ROI_group_2_demo-tiff_demo_5-xml_5_3,5_3,0.0,0.0,-0.1,0.0,0.09999999999999998,0.05508529522935981,-0.20134681656420725,-0.08544731660871553,-0.019521720236075776,3.3911649915626345,0.19999999999999998,0.1414213562373095,0.43067655807339306,3.3226495451672147,leaf_5,0.0,0.0,0.0,0.0,1.0,leaf_5,0.0,0.0,0.1,0.0,0.9
