Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,-0.9489089869553482,0.22406453988256791,0.06502560887623547,-0.12439408271422463,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3447072650265834,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_4,1_4,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,-0.9489089869553482,0.22406453988256791,0.06502560887623547,-0.12439408271422463,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3447072650265834,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.33333333333333337,-0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,-0.9489089869553482,0.22406453988256791,0.06502560887623547,-0.12439408271422463,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.3447072650265834,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0,1.0,-0.3333333333333333,0.0,-0.6666666666666666,-0.05555555555555557,2.323190968063094,-0.5761659596980319,0.06502560887623547,-1.6793201166420317,2.0,1.247219128924647,0.6284208026252548,2.8359894186277828,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_5,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_5,2_5,0.0,0.6666666666666667,-0.6666666666666666,0.0,0.0,-0.05555555555555557,1.5051659793084835,-1.3763964592786317,0.06502560887623547,-0.12439408271422463,1.3333333333333335,0.9428090415820634,0.43067655807339306,1.8974689975024068,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,0.6666666666666667,-0.6666666666666666,0.0,-0.05555555555555557,-0.13088399820073773,1.8245255390437676,-1.5606146130296523,-0.12439408271422463,1.3333333333333335,0.9428090415820634,0.43067655807339306,2.0242957751336212,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_2,3_2,0.0,0.0,0.6666666666666667,0.0,-0.6666666666666666,-0.05555555555555557,-0.13088399820073773,1.8245255390437676,0.06502560887623547,-1.6793201166420317,1.3333333333333335,0.9428090415820634,0.43067655807339306,2.1179244460196744,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_5,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_4,3_4,0.0,0.0,0.6666666666666667,-0.6666666666666666,0.0,-0.05555555555555557,-0.13088399820073773,1.8245255390437676,-1.5606146130296523,-0.12439408271422463,1.3333333333333335,0.9428090415820634,0.43067655807339306,2.0242957751336212,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,0.0,-0.3333333333333333,0.0,0.33333333333333337,0.0,-0.05555555555555557,-0.9489089869553482,0.22406453988256791,0.8778457198291796,-0.12439408271422463,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.354212928445473,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_3,4_3,0.0,-0.3333333333333333,0.0,0.33333333333333337,0.0,-0.05555555555555557,-0.9489089869553482,0.22406453988256791,0.8778457198291796,-0.12439408271422463,0.6666666666666667,0.4714045207910317,0.43067655807339306,1.354212928445473,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
