Sample_ID,Label,Probability_residual_leaf_1,Probability_residual_leaf_2,Probability_residual_leaf_3,Probability_residual_leaf_4,Probability_residual_leaf_5,Z-score_residual_leaf_1,Z-score_residual_leaf_2,Z-score_residual_leaf_3,Z-score_residual_leaf_4,Z-score_residual_leaf_5,Sum_of_absolute_residual,Root_sum_of_squared_residual,Shannon_entropy_of_absolute_residual,Mahalanobis_distance_of_residual,True_label,leaf_1_true,leaf_2_true,leaf_3_true,leaf_4_true,leaf_5_true,Predicted_label,leaf_1_predicted,leaf_2_predicted,leaf_3_predicted,leaf_4_predicted,leaf_5_predicted
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_1,1_1,0.30000000000000004,-0.2,-0.1,0.0,0.0,1.1713032141645456,-0.868440618763524,0.035377456883861194,0.05607721540920442,-0.1650203358594938,0.6,0.37416573867739417,0.6284208026252548,1.2075006953581668,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.7,0.2,0.1,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_3,1_3,0.19999999999999996,-0.2,0.0,0.0,0.0,0.7808688094430302,-0.868440618763524,0.25648656240799406,0.05607721540920442,-0.1650203358594938,0.39999999999999997,0.282842712474619,0.43067655807339306,0.9443849612836303,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.8,0.2,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_1-xml_1_5,1_5,0.19999999999999996,-0.2,0.0,0.0,0.0,0.7808688094430302,-0.868440618763524,0.25648656240799406,0.05607721540920442,-0.1650203358594938,0.39999999999999997,0.282842712474619,0.43067655807339306,0.9443849612836303,leaf_1,1.0,0.0,0.0,0.0,0.0,leaf_1,0.8,0.2,0.0,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_2,2_2,0.0,0.5,-0.5,0.0,0.0,1.7338770629105723e-17,1.272082033118401,-0.8490589652126701,0.05607721540920442,-0.1650203358594938,1.0,0.7071067811865476,0.43067655807339306,1.5994830608604322,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_2,0.0,0.5,0.5,0.0,0.0
File-loaded-ROI_group_1_demo-tiff_demo_2-xml_2_4,2_4,-0.7,0.8,-0.1,0.0,0.0,-2.733040833050606,2.1894488839249404,0.035377456883861194,0.05607721540920442,-0.1650203358594938,1.6,1.0677078252031311,0.5477267898175344,2.812894038409768,leaf_2,0.0,1.0,0.0,0.0,0.0,leaf_1,0.7,0.2,0.1,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_1,3_1,0.0,0.0,1.0,-1.0,0.0,1.7338770629105723e-17,-0.256862718225831,2.4675776176493223,-2.747783555051017,-0.1650203358594938,2.0,1.4142135623730951,0.43067655807339306,3.0404413425664805,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.0,1.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_3,3_3,0.0,-0.1,0.09999999999999998,0.0,0.0,1.7338770629105723e-17,-0.5626516684946774,0.4775956679321269,0.05607721540920442,-0.1650203358594938,0.19999999999999998,0.1414213562373095,0.43067655807339306,0.7349546296129442,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_3,0.0,0.1,0.9,0.0,0.0
File-loaded-ROI_group_2_demo-tiff_demo_3-xml_3_5,3_5,0.0,0.0,0.8,-0.8,0.0,1.7338770629105723e-17,-0.256862718225831,2.0253594066010567,-2.1870114009589727,-0.1650203358594938,1.6,1.1313708498984762,0.43067655807339306,2.4532819794605336,leaf_3,0.0,0.0,1.0,0.0,0.0,leaf_4,0.0,0.0,0.2,0.8,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_1,4_1,-0.1,0.0,-0.1,0.19999999999999996,0.0,-0.3904344047215152,-0.256862718225831,0.035377456883861194,0.6168493695012485,-0.1650203358594938,0.39999999999999997,0.24494897427831777,0.6460148371100897,0.8123013357828769,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.1,0.0,0.1,0.8,0.0
File-loaded-ROI_group_2_demo-tiff_demo_4-xml_4_2,4_2,0.0,0.0,-0.3,0.30000000000000004,0.0,1.7338770629105723e-17,-0.256862718225831,-0.4068407541644044,0.8972354465472709,-0.1650203358594938,0.6000000000000001,0.42426406871192857,0.43067655807339317,0.9109327173278499,leaf_4,0.0,0.0,0.0,1.0,0.0,leaf_4,0.0,0.0,0.3,0.7,0.0
